"","Velo","SpinRate","HorzBreak","InducedVertBreak","Predicted_Hits"
"699",95.99,2041,4.8,13.5,0
"700",94.19,2194,0.21,20.81,0
"701",93.4,2309,5.85,18.86,0
"702",95.8,2117,17.24,5.01,0
"703",95.5,2104,19.28,10.55,0
"704",94.67,2111,11.5,11.35,0
"705",94.11,2589,17.14,18.72,0
"706",96.46,2541,5.94,20.19,0
"707",95.32,2425,5.42,12.14,1
"708",90.83,2043,8.53,18.77,1
"709",96.4,2195,4.73,9.69,0
"710",91.14,2077,11.11,8.21,1
"711",96.75,2386,13.29,18.73,0
"712",94.55,2324,14.92,18.42,1
"713",92.35,1778,12.84,-2,1
"714",94.91,2228,10.88,15.22,0
"715",90.53,1952,13.51,3.57,1
"716",95.4,2561,12.07,17.17,1
"717",92.8,2054,7.8,16.82,0
"718",94.38,2247,7.92,13.02,0
"719",94.03,2225,7.62,16.78,0
"720",93.18,2436,10.45,13.04,1
"721",92.57,2114,17.7,7.07,1
"722",94.99,2411,3.79,18.25,0
"723",95.73,2264,3.58,19.92,0
"724",93.49,2308,3.63,18.32,0
"725",93.27,2230,5.73,16.06,1
"726",94.33,2420,12.77,17.21,0
"727",94.51,1981,11.06,18.43,0
"728",91.93,1835,15.6,3.54,1
"729",93.35,2147,9.54,14.98,0
"730",92.9,2421,9.67,19.18,1
"731",91.14,1953,10.74,16.8,1
"732",96.64,2425,8.85,15.22,0
"733",94.54,2127,3.85,13.79,0
"734",94.75,2194,15.08,1.96,1
"735",89.41,2103,15.6,5.32,0
"736",97.85,2424,10.15,16.89,0
"737",92.35,2153,4.51,20.94,0
"738",94.18,2408,2.4,19.48,0
"739",92.61,2280,5.21,19.6,0
"740",93.1,2543,7.52,18.62,0
"741",94.05,2247,9.06,17.08,0
"742",92.69,2681,4.09,17.84,0
"743",92.71,2129,11.37,17.33,0
"744",92.31,2035,9.62,17.98,0
"745",93.58,2098,17.65,8.15,1
"746",97.68,2545,11.21,3.16,1
"747",94.58,1918,16.61,6.12,1
"748",95.8,2677,4.15,20.07,0
"749",88.68,2196,7.94,9.38,0
"750",96.53,2100,11.09,15.67,0
"751",92.88,2586,2.2,21.54,0
"752",88.34,2145,12.96,15.2,1
"753",88.17,2092,11.34,15.4,1
"754",91.49,2057,3.36,17.66,0
"755",96.29,2065,3.28,17.4,1
"756",93.23,2418,5.29,15.84,0
"757",92.71,2682,5.23,18.76,0
"758",93.07,2166,10.6,7.32,0
"759",95.15,2519,16.47,12.61,0
"760",94.2,2052,6.27,12.13,1
"761",95.98,2285,2.25,12.22,0
"762",93.73,2130,3.68,15.83,1
"763",99.71,2159,22.03,4.38,1
"764",92.92,2449,2.62,17.76,0
"765",95.32,2805,4.38,8.77,0
"766",92.26,2286,1.92,13.22,0
"767",96.39,2311,12.97,11.84,0
"768",95.61,2309,3.78,15.24,0
"769",93.15,1977,14.45,10.71,1
"770",94.32,2209,4.53,18.4,0
"771",93.05,2117,14.22,11.37,1
"772",94.12,1872,16.93,13.89,1
"773",97.74,2316,2.75,19.52,0
"774",94.43,2384,9.27,17.25,0
"775",94.28,2672,11.75,12.72,1
"776",93.19,2341,6.86,17.54,0
"777",97.15,2319,19.17,5.76,0
"778",92.26,1997,7.63,7.15,1
"779",93.74,2194,1.17,14.59,0
"780",92.7,2290,13.41,13.87,1
"781",94.98,1844,17.89,7.39,0
"782",97.29,2311,15.24,14.2,0
"783",94.46,2015,17.89,7.67,0
"784",96.38,2283,15.52,13.44,1
"785",92.46,2219,5.31,11.77,0
"786",96.42,1817,10.94,8.83,1
"787",94.22,2323,-1.68,16.5,0
"788",94.15,2287,8.98,17.64,0
"789",90.21,2974,17.33,8.28,1
"790",97.19,2514,4.78,20.32,0
"791",93.53,2049,16.7,12.18,0
"792",95.74,2011,3.45,16.47,0
"793",93.01,2138,2.48,19.24,0
"794",92.89,2222,4.23,16.8,0
"795",96.45,2248,18.72,4.09,0
"796",91.92,2123,6.2,3.72,0
"797",93.44,2408,10.68,18.08,0
"798",95.02,2107,15.54,6.59,0
"799",94.6,2325,11.59,14.98,0
"800",95.18,2122,13.28,14.51,0
"801",95.24,2465,12.72,18.07,0
"802",96.69,2485,5.64,18.94,0
"803",99.27,2468,14.66,13.22,0
"804",91.35,2154,6.19,16.81,0
"805",94.64,2184,16.71,12.4,0
"806",93.31,2185,5.38,13.93,0
"807",95.49,2060,2.54,17.66,0
"808",93.34,2243,15.79,16.34,0
"809",95.65,2462,9.04,17.85,0
"810",94.27,2613,-4.57,10.24,1
"811",91.61,2440,1.05,15.26,0
"812",92.04,2089,16.95,12.57,0
"813",94.64,2570,4.61,19.6,0
"814",96.8,2344,14.78,13.28,0
"815",92.83,2324,15.22,13.58,0
"816",94.44,2191,10.02,13.89,0
"817",93.27,2280,9.9,18.4,0
"818",95.72,2029,12.77,13.65,0
"819",96.17,2070,5.82,3.06,1
"820",93.14,2170,6.18,16.37,0
"821",90.82,2231,4.58,17.55,0
"822",97.58,2323,2.96,17.19,0
"823",95.52,1902,11.07,14.87,0
"824",89.91,2120,14.4,11.88,0
"825",92.73,2266,6.73,14.35,0
"826",93.85,2106,4.8,17.32,0
"827",89.91,2288,1.97,13.43,0
"828",95.11,2119,6.03,17.5,1
"829",91.31,2294,10.97,2.94,1
"830",92.97,2239,13.21,14.07,1
"831",92.49,2110,7.43,14.59,0
"832",95.07,2436,6.11,16.94,0
"833",96.38,2656,9.47,19.52,0
"834",91.57,2136,16.13,12.03,0
"835",92.78,2517,5.33,13.89,0
"836",96.33,2357,7.78,7.78,0
"837",92.13,1877,7.95,12.41,1
"838",96.76,2353,6.2,15.96,0
"839",92.56,2207,4.91,15.7,0
"840",92.82,2551,2.02,14.8,0
"841",92.76,2230,19.02,5.98,0
"842",96.6,2414,13.13,13.34,0
"843",95.47,1956,16.92,3.42,1
"844",100.62,2056,13.41,7.4,0
"845",96.58,1895,15.44,2.06,1
"846",95.25,2358,6.5,15.71,1
"847",93.4,2237,6.33,18.46,1
"848",95.46,2169,8.98,15.99,0
"849",96.92,2286,7.92,18.82,0
"850",97.71,2268,16.73,8.06,1
"851",94.84,2544,4.38,20.92,1
"852",96.88,2619,5.56,15.57,0
"853",89.54,1891,13.15,12.15,1
"854",94.55,2393,15.08,8.54,0
"855",97.91,2346,7.17,17.7,0
"856",93.92,2263,9.86,14.36,0
"857",95.33,2005,13.99,8.16,0
"858",94.51,1953,12.59,16.15,1
"859",92.8,2194,8.76,12,0
"860",96.43,2259,16.13,12.68,0
"861",95.8,1975,5.9,14.75,0
"862",92.57,2467,0.86,13.49,0
"863",95.51,2009,6.6,9.12,1
"864",97.27,2266,15.67,-0.64,1
"865",94.12,2096,16.12,11.11,1
"866",94.67,2043,-1.29,20.48,0
"867",93.56,2451,10.76,13.43,1
"868",98.63,2060,13.16,7.12,0
"869",96.07,1801,11.85,14.11,1
"870",95.92,1621,10,8.74,0
"871",97.64,2340,4.13,14.5,0
"872",92.04,2095,6.88,17.57,1
"873",97.12,1877,16.72,3,1
"874",97.45,2291,8.7,20.1,0
"875",94.6,1995,16.87,10.76,0
"876",99.3,2372,6.23,19.92,0
"877",98.69,2219,9.45,15.71,0
"878",89.15,2241,13.39,15.86,1
"879",89.43,2245,7.7,18.25,0
"880",96.27,2423,13.98,15.94,0
"881",92.52,2435,10.1,16.68,0
"882",93.17,2340,3.77,17.06,0
"883",92.65,2208,5.22,14.29,0
"884",99.19,2040,14.5,12.23,1
"885",98.71,2316,7.4,14.88,0
"886",96.16,2408,10.87,10.16,0
"887",96.29,2222,7.55,17.05,0
"888",91.61,2531,1.29,20.32,0
"889",91.66,2270,16.91,13.11,1
"890",84.59,2170,19.12,3.16,0
"891",95.88,2275,13.95,16.56,0
"892",96.44,2459,4.8,17.77,0
"893",91.25,2212,11.66,17.72,0
"894",94.11,2278,11.11,14.17,0
"895",91.86,1733,8.17,11.93,1
"896",94.25,2316,1.33,11.28,0
"897",95.72,2450,12.82,13.23,1
"898",91.98,1902,5.92,18.78,0
"899",93.66,2377,16.13,12.23,1
"900",97.07,2426,5.61,17,0
"901",94.67,2220,12.32,10.02,1
"902",93.67,2414,8.22,18.73,0
"903",92.23,2130,3.73,20.82,0
"904",93.57,2493,13.22,19.47,0
"905",94.29,2166,11.51,15.75,0
"906",91.76,2240,18.04,5.99,1
"907",93.68,2249,12.89,15.05,0
"908",98.03,2277,15.85,11.1,0
"909",94.02,2393,11.96,18.84,0
"910",94.3,2117,9.13,18.45,0
"911",100.55,2346,6.61,13.4,1
"912",98.09,2483,7.16,16,0
"913",95.38,2251,2.5,18.02,0
"914",94.85,2404,7.58,14.44,0
"915",95.74,2503,12.64,8.89,0
"916",92.29,2468,5.52,16.82,0
"917",95.9,2453,5.36,20.59,0
"918",91.94,2297,15.41,12.39,0
"919",99.13,2584,8.18,17.01,0
"920",95.61,2252,13.68,3.68,0
"921",92.15,2063,0.26,18.32,0
"922",93.51,2785,2.88,14.36,0
"923",93.27,2442,10.33,19.79,0
"924",95.97,2050,6.11,19.25,0
"925",90.61,2235,12.73,15.07,0
"926",93.64,2211,3.26,12.89,0
"927",93.44,2100,17.5,7.1,1
"928",93.51,2242,6.07,17.49,0
"929",96.26,2151,12.52,8.85,0
"930",89.45,2013,11.97,10.72,0
"931",94.3,2395,10.7,18.07,0
"932",93.17,2010,16.89,4.5,0
"933",95.87,2085,8.6,13.01,1
"934",98.73,2481,-0.99,10.91,0
"935",88.42,1832,17.12,9.25,1
"936",94.4,2541,5.56,17.34,0
"937",92.31,2099,4.94,17.59,0
"938",93.18,2346,5.24,17.83,0
"939",92.67,2307,6.78,18.61,0
"940",91.4,2061,11.6,7.94,1
"941",95.37,2359,12.95,13.87,0
"942",94.72,2248,10.86,16.97,0
"943",95.4,2217,-1.02,15.81,1
"944",90.31,2155,18.22,5.37,1
"945",93.69,2220,14.01,13.02,1
"946",96.59,2663,5.61,18.24,0
"947",90.76,1948,12.34,12.89,1
"948",92.76,2386,14.36,16.68,1
"949",94.38,2585,5.61,12.11,0
"950",94.41,2137,10.11,11.02,1
"951",96.8,2070,4.21,17.06,0
"952",97.94,2421,17.09,4.98,1
"953",92.22,2328,1.63,16.95,0
"954",95.97,2283,10.42,17.31,0
"955",96.82,2145,5.59,17.72,1
"956",92.77,2280,8.55,19.05,1
"957",96.82,2426,8.25,18.52,0
"958",95.51,2314,15.53,12.99,0
"959",92.81,2573,-0.97,14.27,0
"960",95.64,2431,6.41,17.06,0
"961",90.22,1927,14.56,12.2,1
"962",95.38,2047,16.4,11.34,1
"963",95.69,2294,1.28,8.18,0
"964",95.34,2097,3.61,15.7,0
"965",93.13,2433,1.9,13.25,0
"966",96.08,2242,10.31,17.17,0
"967",96.62,2359,16.7,6.28,0
"968",94.62,2336,5.37,18.97,0
"969",94.33,2121,7.33,14.45,1
"970",68.14,1645,5.35,18.8,1
"971",93.5,1819,12.74,4.97,0
"972",95.73,2269,9.25,16.54,0
"973",94.65,2556,7.83,17.21,0
"974",88.17,1817,11.54,8.5,1
"975",94.38,2158,12.98,5.79,1
"976",95.51,2578,10.38,18.22,0
"977",91.55,1875,8.33,11.25,0
"978",90.19,1955,12.95,12.45,1
"979",92.92,2166,17.98,15.75,0
"980",92.58,2399,7.93,14.74,1
"981",95.26,2263,13.15,14.54,0
"982",93.55,2260,15.42,4.13,0
"983",95.34,2410,3.75,18.8,0
"984",95.13,2239,4.11,21.58,0
"985",90.5,2170,10.24,18.21,0
"986",92.1,2191,4.09,16.05,0
"987",94.96,2423,6.15,9.19,0
"988",97.35,2383,10.52,15.31,0
"989",93.59,2004,17.85,5.82,1
"990",91.5,2130,2.93,15.25,1
"991",94.42,2136,13.43,9.59,0
"992",96.72,2146,14.83,1.16,1
"993",92.54,1681,9.57,14.02,0
"994",96.15,2328,19.8,3.27,0
"995",93.26,1799,16.92,8.22,1
"996",95.4,2261,5.27,14.06,0
"997",96.86,2336,17.43,8.34,1
"998",91.2,2136,5.42,19.05,0
"999",100.04,2438,10.65,14.03,1
"1000",89.69,2165,12.57,11.44,0
"1001",94.63,2350,14.95,17.28,1
"1002",89.58,2297,9.37,17.35,0
"1003",98.48,2964,10.96,13.64,1
"1004",92.44,2060,3.69,20.02,1
"1005",94.32,2283,5.82,17.13,0
"1006",91.08,1999,15.75,12.08,1
"1007",92.3,2405,9.95,16.92,0
"1008",90.41,2161,15.41,9.97,0
"1009",92.91,2185,5.14,19.45,0
"1010",94.7,2374,1.82,16.22,0
"1011",91.96,2338,2.05,19.62,0
"1012",97.31,2282,12.9,5,1
"1013",95.39,2369,4.66,16.9,0
"1014",93.76,2398,7.28,17.95,1
"1015",95.28,2578,17.29,12.17,1
"1016",96.09,2049,9.2,13.93,0
"1017",96.43,2184,8.23,17.06,0
"1018",93.47,2028,16.42,5.92,1
"1019",92.28,1932,16.31,7.48,1
"1020",93.16,2584,15.26,15.75,0
"1021",95.73,2280,9.72,17.72,0
"1022",96.98,2452,2.79,18.27,0
"1023",93.55,2142,6.02,14.36,0
"1024",97.8,2235,3.94,12.81,0
"1025",94.16,2581,7.53,22.31,0
"1026",94.51,2024,7.12,16.81,0
"1027",95.6,2118,15.8,3.95,0
"1028",90.31,2247,16.72,14.9,0
"1029",90.37,2259,17.01,14.72,0
"1030",92.94,2193,5.2,14.38,0
"1031",89.11,2340,13.75,8.34,1
"1032",92.06,1962,9.51,15.5,0
"1033",97.91,2277,18.41,3.2,0
"1034",92.99,2233,6.34,20.48,0
"1035",92.41,2173,10.93,16.38,0
"1036",92.5,1996,16.17,7.69,1
"1037",94.49,2469,1.53,18.63,0
"1038",92.38,2430,14.85,13.93,1
"1039",94.02,2434,2.89,17.86,0
"1040",93.12,2093,9.8,17.11,0
"1041",95.82,2321,10.08,14.81,0
"1042",92.76,2051,11.27,15.81,0
"1043",94.69,2098,1.16,12.54,0
"1044",98.61,2334,7.13,17.12,0
"1045",96.08,2313,9.17,10.31,0
"1046",90.22,2121,6.52,14.46,0
"1047",91.47,2126,12.52,12.07,0
"1048",89.8,1890,15.78,7.01,0
"1049",97.37,2306,10.49,16.85,1
"1050",94.44,2271,12.17,8.44,0
"1051",91.74,2273,5.62,2.86,1
"1052",97.17,2430,9.45,17.89,0
"1053",94.37,2468,12.71,16.55,0
"1054",88.57,2272,5.73,10.41,0
"1055",93.18,2167,10.55,14.12,0
"1056",94.7,2397,7.57,18.9,1
"1057",94.9,2138,13.63,12.05,0
"1058",94.75,2561,10.62,13.31,0
"1059",94.53,2148,8.85,15.86,0
"1060",98.77,2474,7.61,15.12,0
"1061",93.28,2202,-4.73,15.13,1
"1062",93.52,2250,3.29,11.24,0
"1063",89.03,2605,3.73,16.78,1
"1064",92.78,2158,7.37,15.99,0
"1065",92.56,2247,4.16,14.23,0
"1066",94.05,2273,5.78,21.54,0
"1067",93.51,2555,14.31,15.67,0
"1068",87.71,2200,7.67,18.9,0
"1069",93.93,2075,16.27,9.68,1
"1070",93.7,2035,10.18,16.48,0
"1071",98.38,2136,15.68,8.91,1
"1072",95.19,2394,7.78,15.95,0
"1073",93.7,2278,13.86,18.01,0
"1074",91.32,2249,2.32,19.76,0
"1075",95.12,2445,5.05,17.28,0
"1076",93.92,2148,17.58,12.29,0
"1077",92.41,2146,9.8,17.63,0
"1078",92.2,2138,17.34,10.01,1
"1079",90.06,2326,5.29,21.03,0
"1080",88.64,2112,16.06,9.17,0
"1081",97.8,2598,-1.41,16.27,0
"1082",92.01,2336,10.24,19.83,0
"1083",95.29,2336,17.43,5.96,0
"1084",91.86,1932,15.65,8.41,0
"1085",90.96,2158,12.05,7.97,0
"1086",93.44,2357,10.03,17.11,0
"1087",96.65,2551,8.77,17.99,0
"1088",90.27,2066,15.29,8.44,0
"1089",95.47,2445,-2.95,6.12,0
"1090",88.51,2202,10.04,16.64,0
"1091",92.99,2550,6.68,5.93,0
"1092",88.23,1880,3.92,14.99,1
"1093",94.23,2400,5.47,16.39,0
"1094",94.4,2206,14.86,13.88,0
"1095",94.19,2348,12.89,15.4,0
"1096",95.66,2174,10.48,16.66,0
"1097",95.93,2325,13.22,15.91,0
"1098",93.01,2286,9.04,18.81,0
"1099",92.15,2209,12.7,10.87,0
"1100",98.21,2249,11.47,12.17,0
"1101",94.07,2241,6.69,16.45,0
"1102",93.6,2586,7.71,18.84,0
"1103",95.48,2240,16.64,10.98,1
"1104",91.72,2025,15.94,10.35,0
"1105",75.68,1946,6.69,15.26,0
"1106",95.07,2381,-2.98,11.46,1
"1107",94.24,2038,13.52,7.26,0
"1108",97.77,2188,4.86,15.62,0
"1109",89.82,2358,14.7,15.19,1
"1110",92.78,2293,7.47,19.01,0
"1111",93.07,1976,5.96,16.14,0
"1112",97.25,2511,12.97,17.65,0
"1113",96.11,2362,5.85,18.55,0
"1114",91.01,2364,7.09,15.62,1
"1115",96.08,2092,15.04,7.81,1
"1116",94.9,2621,5.73,21.69,0
"1117",95.89,2432,4.47,19.61,0
"1118",92.35,1896,12.53,12.13,1
"1119",93.77,2503,5.76,9.04,0
"1120",91.85,2024,5.64,17.18,0
"1121",97.38,2010,17.36,8.97,1
"1122",93.73,2157,18.09,3.71,0
"1123",94.3,2229,5.92,16.58,1
"1124",95.05,2317,11.42,11.34,0
"1125",86.35,1884,13.49,8.27,0
"1126",91.65,2576,14.56,14.29,0
"1127",91.08,1945,2.6,17.88,0
"1128",88.94,2131,11.78,12.26,0
"1129",94.74,2111,19.41,13.3,0
"1130",96.74,2421,3.83,17.68,0
"1131",92.61,2513,9.32,15.18,1
"1132",94.64,2209,17.25,8.32,1
"1133",92.19,2474,3.19,13.52,0
"1134",94.9,1961,16.65,11.23,1
"1135",92.36,2053,15.39,11.34,0
"1136",94.52,2406,12.63,15.6,1
"1137",96.26,2146,13.33,15.91,0
"1138",95.38,2229,12.24,13.2,0
"1139",91.75,2389,6.24,16.52,0
"1140",93.21,2371,9.1,14.89,1
"1141",91.89,2190,3.59,16.06,1
"1142",97.42,2763,1.69,19.68,0
"1143",94.24,2261,9.83,13.05,0
"1144",94.24,1992,16.42,7,0
"1145",87.81,1704,2.16,8.83,1
"1146",93.08,2097,2.34,18.34,0
"1147",94.79,1883,11.33,9.74,0
"1148",93.49,2170,1.69,19.69,0
"1149",98.04,2461,13.84,14.79,0
"1150",93.13,1995,12.36,12.92,0
"1151",93.35,2400,9.07,19.01,1
"1152",95.63,2296,16.47,8.41,1
"1153",93.45,2161,18.49,10.23,0
"1154",93.21,2451,12.08,13.46,1
"1155",93.51,2151,10.44,14.77,0
"1156",95.68,2442,15.02,13.76,1
"1157",91.42,2319,7.94,20.77,1
"1158",90.38,1951,14.28,11.38,1
"1159",95.88,2305,11.95,15.02,0
"1160",94.48,2171,6.59,18.52,0
"1161",96.78,2482,10.67,13.1,1
"1162",93.23,2428,8.88,17.67,0
"1163",92.35,2488,10.95,7.51,1
"1164",96.46,1980,7.29,17.21,0
"1165",99.75,2129,16.12,8.55,0
"1166",93.63,1970,17.58,14.28,1
"1167",92.53,2150,2.99,19.67,0
"1168",90.4,2116,19.01,8.64,1
"1169",92.83,2163,16.26,17.29,0
"1170",92.22,2097,10.94,17.13,0
"1171",92.45,2400,4.66,18.66,0
"1172",96.38,2582,3.85,18.62,0
"1173",86.8,2304,11.82,12.78,0
"1174",91.1,2149,6.5,14.26,0
"1175",98.7,2229,6.85,14.98,0
"1176",91.78,1920,2.15,9.58,1
"1177",90.8,2452,6.65,16.17,0
"1178",92.27,2301,6.97,17.36,0
"1179",89.85,2352,7.7,19.85,1
"1180",95.43,2294,4.55,17.67,0
"1181",97.89,2385,16.23,9.1,1
"1182",93.41,1862,10.97,8.71,0
"1183",93.45,2658,4.96,15.11,0
"1184",95.48,2260,13.33,8.87,1
"1185",92.84,2337,10.35,19.84,1
"1186",93.21,2230,10.95,14.48,0
"1187",93.51,2078,9.28,16.69,0
"1188",94.05,2216,15.37,11.89,1
"1189",93.2,2093,-0.78,19.07,0
"1190",94.57,2409,7.69,21.6,0
"1191",95.06,2130,5.8,16.58,0
"1192",96.75,2316,10.36,14.79,0
"1193",92.04,2375,2.43,19.5,0
"1194",91.27,2056,15.54,7.59,1
"1195",96.57,2307,7.34,17.2,0
"1196",94.25,2355,4.91,17.86,0
"1197",94.68,2611,8.98,15.07,0
"1198",98.54,2189,10.97,15.16,0
"1199",93.95,2265,1.72,17.93,1
"1200",92.13,2038,12.2,2.47,1
"1201",97.81,2197,11.54,16.4,0
"1202",93.4,2427,15.91,12.12,0
"1203",93.71,2387,5.32,16.76,0
"1204",92.34,2294,8.54,20,0
"1205",94.12,2476,6.86,19.4,0
"1206",92.76,2524,8.82,15.87,0
"1207",92.4,2524,5.17,14.9,0
"1208",93.39,2161,11.79,13.57,0
"1209",86.98,1857,13.57,8.18,1
"1210",98.12,2404,15.82,9.92,0
"1211",96.98,2124,14.73,12.33,0
"1212",98.69,2449,9.22,16.3,0
"1213",95.52,2403,5.08,17.56,0
"1214",93.46,2224,6.48,14.42,1
"1215",97.64,2202,8.03,17.15,0
"1216",94.22,2098,15.62,6.17,0
"1217",96.22,2551,3.63,22.11,0
"1218",95.35,2665,-1.89,8.78,0
"1219",97.5,1928,17.27,11.69,1
"1220",95.25,1944,18.72,5.61,0
"1221",94.91,2667,9.3,21.69,0
"1222",94.91,2234,5.89,14.51,1
"1223",96.33,1993,11.29,13.35,0
"1224",95.08,2289,13.78,12.89,0
"1225",94.55,2449,3.85,18.65,0
"1226",87.2,1917,14.53,15.18,1
"1227",92,2138,5.17,17.16,0
"1228",92.12,2234,15.79,12.1,0
"1229",93.73,2252,3.54,20.53,0
"1230",93.7,2008,12.82,6.15,1
"1231",96.49,2115,9.61,14.18,0
"1232",97.35,2188,14.61,12.28,0
"1233",94.73,2295,4.04,19.25,0
"1234",94.72,2136,7.89,16.99,0
"1235",92,2153,17.54,9.56,1
"1236",93.07,1979,14.1,10.53,1
"1237",95.71,2123,11.29,14.65,0
"1238",92.41,2096,18.53,5.96,0
"1239",93.38,2457,9.95,20.27,0
"1240",92.41,2498,2.65,19.01,1
"1241",90.76,2089,6.99,17.84,1
"1242",97.33,2184,15.76,11.05,1
"1243",94.32,2625,10.2,17.26,0
"1244",97.28,2520,1.05,19.93,0
"1245",93.3,2104,17.15,7.98,1
"1246",91.81,2134,7.07,14.22,1
"1247",95.15,2271,6.38,14.65,0
"1248",96.28,2219,8.83,9.96,0
"1249",95.6,2351,5.63,21.74,0
"1250",95.84,2536,7.12,19.73,0
"1251",90.51,2339,10.69,11.15,0
"1252",87.85,2188,12.27,15.47,0
"1253",93.78,2352,2.47,20.34,0
"1254",91.23,2277,6.78,14.91,0
"1255",94.08,1935,8.21,16.48,0
"1256",93.84,2042,17,5.78,0
"1257",94.68,2077,8.44,9.18,0
"1258",97.11,2408,6.83,13.53,1
"1259",92.52,2629,3.69,12.31,1
"1260",96.17,2147,10.03,14.62,0
"1261",93.65,2241,12.88,9.19,0
"1262",92.17,1931,7.3,16.05,0
"1263",94.38,2041,10.21,15.86,0
"1264",94.86,2468,5.15,18.82,1
"1265",93.65,2151,14.28,10.9,0
"1266",94.64,2465,3.9,10.75,0
"1267",97.76,2199,19.08,2.63,0
"1268",96.51,2111,12.23,16.28,0
"1269",96.26,2634,10.42,19.83,0
"1270",94.79,2183,13.51,5.66,1
"1271",92.65,2382,3.51,15.64,0
"1272",92.45,2024,0.06,15.64,0
"1273",95.16,2457,10.11,17.85,0
"1274",96.61,2356,10,12.69,0
"1275",91.79,2020,0.54,18.95,1
"1276",92.49,2467,10.47,11.46,1
"1277",97.13,2346,11.51,15.43,0
"1278",98.31,2297,8.08,16.19,0
"1279",90.47,2179,1.99,15.52,0
"1280",96.77,2497,8.33,21.32,0
"1281",90.72,2230,11.66,14.67,1
"1282",94.66,2450,8.54,18.71,0
"1283",94.18,2578,15.2,15.01,0
"1284",97.8,2662,4.7,21.38,0
"1285",93.69,2016,5.17,13.57,0
"1286",95.14,2497,12.17,14.38,0
"1287",94.83,2006,14.64,15.07,1
"1288",89.18,2254,4.03,19.89,0
"1289",96.87,2184,18.55,0.85,1
"1290",96.02,2020,14.15,10.64,1
"1291",93.16,2214,18.22,8.98,1
"1292",90.61,2635,3.9,17.39,0
"1293",91.83,2319,4.4,19.54,0
"1294",93.96,2031,8.29,17.28,0
"1295",89.97,2090,17.58,7.02,0
"1296",93.59,2100,4.44,17.27,0
"1297",98.45,2319,13.95,9.56,1
"1298",94.99,2138,6.84,17.64,0
"1299",95.8,2189,11.74,16.49,0
"1300",94.6,2310,13.22,15.09,0
"1301",98.62,2361,14.55,9.58,1
"1302",96.02,2296,10.55,16.25,0
"1303",96.96,2222,6.96,17.4,0
"1304",94.65,2445,10.87,8.46,1
"1305",97.31,2327,11.01,12.69,0
"1306",93.72,2039,15.16,8.37,1
"1307",93.87,2336,4.35,19.83,0
"1308",93.58,2125,10.87,9.4,0
"1309",93.45,2035,14.12,11.92,0
"1310",93.03,2359,9.46,17.44,0
"1311",90.91,2160,20.51,7.59,0
"1312",96.47,2148,13.73,12.61,0
"1313",88.99,1833,16.76,10.78,1
"1314",93.79,2506,4.62,16.61,0
"1315",91.64,2235,6.07,15.56,0
"1316",92.77,2260,12.01,7.33,1
"1317",96.65,2653,5.71,16.63,0
"1318",92.41,2014,13.59,9.31,1
"1319",96.52,2245,2.34,17.52,0
"1320",92.83,2207,11.11,19.15,1
"1321",92.41,2302,9.75,19.41,0
"1322",92.25,2253,15.14,10.27,0
"1323",93.48,2018,16.01,8.24,1
"1324",91.09,1998,11.94,18.68,0
"1325",97.59,2573,3.24,20.6,0
"1326",93.89,2358,4.54,16.58,0
"1327",94.31,2250,8.95,17.27,0
"1328",95.7,2149,14.09,10.71,1
"1329",94.29,2282,7.81,17.89,1
"1330",95.06,1951,14.36,6.89,0
"1331",95.78,2324,10.68,15.6,0
"1332",87.49,2008,11.92,11.96,0
"1333",93.13,2247,4.03,13.53,0
"1334",93.26,2346,14.74,16.42,0
"1335",95.14,2459,9.29,17.73,0
"1336",95.7,2278,12.98,15.84,0
"1337",92.79,2265,5.55,6.88,1
"1338",97.95,2509,7.97,18.52,0
"1339",90.42,2393,7.72,18.7,0
"1340",93.81,2600,10.55,13.24,0
"1341",95.35,2086,3.91,16.31,0
"1342",91.39,1879,6.16,12.94,0
"1343",92.65,2238,9.35,15.36,0
"1344",94.93,2281,11.99,14.74,0
"1345",93.94,2443,18.54,8.17,1
"1346",96.24,2320,9.81,17,0
"1347",96.47,2372,20.44,3.06,0
"1348",96.73,2311,14.74,19.52,0
"1349",91.91,2207,13.06,14.35,1
"1350",89.55,2280,11.54,16.68,0
"1351",93.24,2055,10.3,16.81,0
"1352",93.26,2188,12.11,18.57,1
"1353",97.29,2589,5.01,18.78,0
"1354",94.77,2397,4.79,21.18,0
"1355",94.85,2051,11.14,15.18,0
"1356",91.31,1955,14.81,10.34,1
"1357",91.38,2192,3.13,8.97,0
"1358",95.17,2376,3.06,18.84,0
"1359",95.27,2098,8.48,15.78,0
"1360",92.85,2383,8.59,18.03,0
"1361",94.65,2254,10.15,11.65,0
"1362",94.24,2236,20.89,7.34,1
"1363",93.41,2354,3.8,16.14,1
"1364",98.21,2346,8.64,17.21,0
"1365",92.31,2333,5.17,12.74,0
"1366",95.07,2547,4.2,19.91,1
"1367",91.76,2000,15.48,1.73,1
"1368",92.79,2336,16.33,6.95,1
"1369",94.2,2199,2.52,13.09,0
"1370",92.92,2273,14.14,12.26,0
"1371",92.96,2263,19.46,6.48,0
"1372",92.45,2174,13.57,3.14,1
"1373",94.17,1888,16.94,9.23,1
"1374",84.96,1784,9.85,8.57,0
"1375",94.33,2216,8.1,18.98,0
"1376",94.29,2269,9.28,17.75,0
"1377",95.87,2142,19.53,3.54,1
